天数,销量
2020-06-19,1
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,1
2020-06-24,0
2020-06-25,1
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,1
2020-06-30,0
2020-07-01,2
2020-07-02,2
2020-07-03,3
2020-07-04,3
2020-07-05,1
2020-07-06,0
2020-07-07,0
2020-07-08,0
2020-07-09,2
2020-07-10,1
2020-07-11,3
2020-07-12,0
2020-07-13,2
2020-07-14,2
2020-07-15,3
2020-07-16,1
2020-07-17,0
2020-07-18,0
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-22,2
2020-07-23,0
2020-07-24,0
2020-07-25,2
2020-07-26,0
2020-07-27,1
2020-07-28,0
2020-07-29,0
2020-07-30,2
2020-07-31,2
2020-08-01,1
2020-08-02,1
2020-08-03,1
2020-08-04,2
2020-08-05,13
2020-08-06,3
2020-08-07,3
2020-08-08,10
2020-08-09,5
2020-08-10,4
2020-08-11,5
2020-08-12,9
2020-08-13,14
2020-08-14,8
2020-08-15,7
2020-08-16,3
2020-08-17,6
2020-08-18,8
2020-08-19,4
2020-08-20,7
2020-08-21,2
2020-08-22,1
2020-08-23,2
2020-08-24,3
2020-08-25,13
2020-08-26,4
2020-08-27,5
2020-08-28,15
2020-08-29,7
2020-08-30,16
2020-08-31,42
2020-09-01,14
2020-09-02,13
2020-09-03,9
2020-09-04,7
2020-09-05,5
2020-09-06,20
2020-09-07,8
2020-09-08,23
2020-09-09,7
2020-09-10,0
2020-09-11,0
2020-09-12,0
2020-09-13,1
2020-09-14,1
2020-09-15,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-09-19,0
2020-09-20,0
2020-09-21,0
2020-09-22,0
2020-09-23,0
2020-09-24,0
2020-09-25,0
2020-09-26,0
2020-09-27,0
2020-09-28,0
2020-09-29,0
2020-09-30,0
2020-10-01,0
2020-10-02,0
2020-10-03,1
2020-10-04,0
2020-10-05,0
2020-10-06,0
2020-10-07,0
2020-10-08,0
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,0
2020-10-13,0
2020-10-14,0
2020-10-15,0
2020-10-16,0
2020-10-17,0
2020-10-18,1
2020-10-19,0
2020-10-20,1
2020-10-21,0
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,0
2020-10-31,14
2020-11-01,5
2020-11-02,0
2020-11-03,0
2020-11-04,0
2020-11-05,0
2020-11-06,0
2020-11-07,0
2020-11-08,0
2020-11-09,0
2020-11-10,5
2020-11-11,0
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,0
2020-11-18,0
2020-11-19,2
2020-11-20,0
2020-11-21,1
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,0
2020-11-26,0
2020-11-27,0
2020-11-28,0
2020-11-29,0
2020-11-30,0
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,2
2020-12-05,6
2020-12-06,4
2020-12-07,7
2020-12-08,5
2020-12-09,3
2020-12-10,0
2020-12-11,1
