天数,销量
2019-08-19,1
2019-08-20,0
2019-08-21,0
2019-08-22,0
2019-08-23,0
2019-08-24,0
2019-08-25,0
2019-08-26,0
2019-08-27,0
2019-08-28,0
2019-08-29,0
2019-08-30,0
2019-08-31,0
2019-09-01,0
2019-09-02,2
2019-09-03,4
2019-09-04,10
2019-09-05,1
2019-09-06,2
2019-09-07,1
2019-09-08,25
2019-09-09,23
2019-09-10,15
2019-09-11,5
2019-09-12,3
2019-09-13,6
2019-09-14,6
2019-09-15,6
2019-09-16,5
2019-09-17,5
2019-09-18,8
2019-09-19,10
2019-09-20,11
2019-09-21,7
2019-09-22,3
2019-09-23,6
2019-09-24,4
2019-09-25,9
2019-09-26,3
2019-09-27,3
2019-09-28,8
2019-09-29,3
2019-09-30,4
2019-10-01,2
2019-10-02,6
2019-10-03,4
2019-10-04,4
2019-10-05,2
2019-10-06,1
2019-10-07,3
2019-10-08,1
2019-10-09,0
2019-10-10,2
2019-10-11,1
2019-10-12,0
2019-10-13,0
2019-10-14,0
2019-10-15,0
2019-10-16,0
2019-10-17,0
2019-10-18,0
2019-10-19,0
2019-10-20,0
2019-10-21,0
2019-10-22,0
2019-10-23,0
2019-10-24,1
2019-10-25,0
2019-10-26,0
2019-10-27,0
2019-10-28,0
2019-10-29,0
2019-10-30,0
2019-10-31,0
2019-11-01,0
2019-11-02,0
2019-11-03,0
2019-11-04,0
2019-11-05,0
2019-11-06,0
2019-11-07,0
2019-11-08,0
2019-11-09,0
2019-11-10,0
2019-11-11,0
2019-11-12,0
2019-11-13,0
2019-11-14,0
2019-11-15,0
2019-11-16,0
2019-11-17,0
2019-11-18,0
2019-11-19,0
2019-11-20,0
2019-11-21,0
2019-11-22,0
2019-11-23,0
2019-11-24,0
2019-11-25,0
2019-11-26,0
2019-11-27,0
2019-11-28,0
2019-11-29,0
2019-11-30,0
2019-12-01,0
2019-12-02,0
2019-12-03,0
2019-12-04,0
2019-12-05,0
2019-12-06,0
2019-12-07,0
2019-12-08,0
2019-12-09,0
2019-12-10,0
2019-12-11,0
2019-12-12,0
2019-12-13,0
2019-12-14,0
2019-12-15,0
2019-12-16,0
2019-12-17,0
2019-12-18,0
2019-12-19,0
2019-12-20,0
2019-12-21,0
2019-12-22,0
2019-12-23,0
2019-12-24,0
2019-12-25,1
2019-12-26,0
2019-12-27,1
2019-12-28,0
2019-12-29,0
2019-12-30,0
2019-12-31,0
2020-01-01,0
2020-01-02,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,1
2020-01-07,1
